id,device_id,reading_time,pm25,db,co2,voc,no2,co,no,pm1,pm10,humidity,temprature,pressure,battery,signal,sv,ps,latitude,longitude,message_time
5439851,E831CD848A1C,2022-11-11 09:15:09.000,3.0,63.0,0.0,398.0,0.0,0.0,0.0,3.0,3.0,69.0,17.0,1016.0,4099.0,16,0.01.18,True,51226323N,00031910W,2022-11-11 10:06:41.000
6591637,E831CD848A1C,2023-01-02 09:49:10.000,2.0,49.0,0.0,100.0,0.0,0.0,0.0,2.0,3.0,94.0,8.0,1007.0,3575.0,18,0.01.18,True,51226386N,00031898W,2023-02-01 11:09:13.000
1968657,E831CD848A1C,2022-08-08 17:51:01.000,2.0,44.0,0.0,23.0,0.0,0.0,0.0,2.0,2.0,21.0,37.0,1016.0,4071.0,17,0.01.18,True,51226381N,00031904W,2022-08-08 18:04:04.000
6591638,E831CD848A1C,2023-01-02 09:50:10.000,2.0,46.0,0.0,99.0,0.0,0.0,0.0,2.0,3.0,93.0,8.0,1007.0,3575.0,18,0.01.18,True,51226386N,00031898W,2023-02-01 11:09:36.000
5439866,E831CD848A1C,2022-11-11 09:20:09.000,3.0,63.0,0.0,315.0,0.0,0.0,0.0,3.0,3.0,69.0,17.0,1016.0,4087.0,16,0.01.18,True,51226323N,00031910W,2022-11-11 10:07:05.000
6591640,E831CD848A1C,2023-01-02 09:52:10.000,2.0,49.0,0.0,101.0,0.0,0.0,0.0,2.0,3.0,93.0,8.0,1007.0,3575.0,18,0.01.18,True,51226386N,00031898W,2023-02-01 11:09:36.000
1968658,E831CD848A1C,2022-08-08 17:52:01.000,2.0,41.0,0.0,23.0,0.0,0.0,0.0,2.0,2.0,21.0,36.0,1016.0,4071.0,17,0.01.18,True,51226381N,00031904W,2022-08-08 18:04:04.000
6591645,E831CD848A1C,2023-01-02 09:57:10.000,2.0,49.0,0.0,102.0,0.0,0.0,0.0,2.0,2.0,90.0,9.0,1007.0,3583.0,18,0.01.18,True,51226386N,00031898W,2023-02-01 11:09:59.000
5439867,E831CD848A1C,2022-11-11 09:21:09.000,3.0,60.0,0.0,316.0,0.0,0.0,0.0,2.0,3.0,69.0,17.0,1016.0,4087.0,16,0.01.18,True,51226323N,00031910W,2022-11-11 10:07:05.000
6591646,E831CD848A1C,2023-01-02 09:58:10.000,2.0,48.0,0.0,100.0,0.0,0.0,0.0,1.0,2.0,88.0,9.0,1007.0,3591.0,18,0.01.18,True,51226386N,00031898W,2023-02-01 11:09:59.000
1968659,E831CD848A1C,2022-08-08 17:53:01.000,2.0,42.0,0.0,21.0,0.0,0.0,0.0,2.0,2.0,22.0,36.0,1016.0,4067.0,17,0.01.18,True,51226381N,00031904W,2022-08-08 18:04:04.000
6591647,E831CD848A1C,2023-01-02 09:59:10.000,2.0,48.0,0.0,100.0,0.0,0.0,0.0,2.0,2.0,88.0,9.0,1007.0,3591.0,18,0.01.18,True,51226386N,00031898W,2023-02-01 11:09:59.000
5439869,E831CD848A1C,2022-11-11 09:23:09.000,3.0,63.0,0.0,302.0,0.0,0.0,0.0,3.0,4.0,69.0,17.0,1016.0,4087.0,16,0.01.18,True,51226323N,00031910W,2022-11-11 10:07:05.000
6591651,E831CD848A1C,2023-02-01 11:10:22.000,,,,,,,,,,,,,,18,0.01.18,True,51226386N,00031898W,2023-02-01 11:10:22.000
1968727,E831CD848A1C,2022-08-08 17:56:01.000,2.0,40.0,0.0,20.0,0.0,0.0,0.0,2.0,2.0,22.0,36.0,1016.0,4071.0,17,0.01.18,True,51226381N,00031904W,2022-08-08 18:04:29.000
6591791,E831CD848A1C,2023-01-02 11:00:01.000,2.0,45.0,0.0,25.0,0.0,0.0,0.0,2.0,2.0,67.0,11.0,1008.0,3627.0,19,0.01.18,True,51226386N,00031898W,2023-02-01 12:00:16.000
5439870,E831CD848A1C,2022-11-11 09:24:09.000,3.0,57.0,0.0,293.0,0.0,0.0,0.0,3.0,4.0,69.0,17.0,1016.0,4087.0,16,0.01.18,True,51226323N,00031910W,2022-11-11 10:07:05.000
6591842,E831CD848A1C,2023-01-02 11:07:11.000,2.0,49.0,0.0,89.0,0.0,0.0,0.0,2.0,2.0,66.0,12.0,1008.0,3627.0,19,0.01.18,True,51226386N,00031898W,2023-02-01 12:00:39.000
1968730,E831CD848A1C,2022-08-08 17:59:01.000,2.0,56.0,0.0,19.0,0.0,0.0,0.0,2.0,2.0,21.0,37.0,1016.0,4071.0,17,0.01.18,True,51226381N,00031904W,2022-08-08 18:04:29.000
6591843,E831CD848A1C,2023-01-02 11:08:02.000,2.0,50.0,0.0,94.0,0.0,0.0,0.0,2.0,3.0,66.0,12.0,1008.0,3635.0,19,0.01.18,True,51226386N,00031898W,2023-02-01 12:00:39.000
5439876,E831CD848A1C,2022-11-11 09:25:09.000,3.0,57.0,0.0,297.0,0.0,0.0,0.0,2.0,3.0,69.0,17.0,1016.0,4087.0,16,0.01.18,True,51226323N,00031910W,2022-11-11 10:07:29.000
6591844,E831CD848A1C,2023-01-02 11:09:04.000,2.0,43.0,0.0,93.0,0.0,0.0,0.0,2.0,2.0,65.0,12.0,1008.0,3635.0,19,0.01.18,True,51226386N,00031898W,2023-02-01 12:00:39.000
1969137,E831CD848A1C,2022-08-08 18:01:05.000,2.0,42.0,0.0,19.0,0.0,0.0,0.0,2.0,2.0,21.0,37.0,1016.0,4087.0,17,0.01.18,True,51226381N,00031904W,2022-08-08 19:00:09.000
6591845,E831CD848A1C,2023-01-02 11:10:06.000,2.0,52.0,0.0,110.0,0.0,0.0,0.0,2.0,2.0,66.0,12.0,1008.0,3627.0,19,0.01.18,True,51226386N,00031898W,2023-02-01 12:00:39.000
5439879,E831CD848A1C,2022-11-11 09:28:09.000,3.0,56.0,0.0,418.0,0.0,0.0,0.0,2.0,3.0,69.0,17.0,1016.0,4087.0,16,0.01.18,True,51226323N,00031910W,2022-11-11 10:07:29.000
6591879,E831CD848A1C,2023-01-02 11:14:06.000,2.0,45.0,0.0,93.0,0.0,0.0,0.0,2.0,2.0,64.0,12.0,1008.0,3651.0,19,0.01.18,True,51226386N,00031898W,2023-02-01 12:01:01.000
1969139,E831CD848A1C,2022-08-08 18:03:09.000,2.0,45.0,0.0,19.0,0.0,0.0,0.0,2.0,2.0,22.0,36.0,1016.0,4071.0,17,0.01.18,True,51226381N,00031904W,2022-08-08 19:00:09.000
6591909,E831CD848A1C,2023-01-02 11:16:06.000,2.0,48.0,0.0,95.0,0.0,0.0,0.0,2.0,2.0,64.0,13.0,1008.0,3635.0,19,0.01.18,True,51226386N,00031898W,2023-02-01 12:01:25.000
5439886,E831CD848A1C,2022-11-11 09:30:09.000,3.0,56.0,0.0,434.0,0.0,0.0,0.0,2.0,3.0,69.0,17.0,1016.0,4087.0,16,0.01.18,True,51226323N,00031910W,2022-11-11 10:07:51.000
6591910,E831CD848A1C,2023-01-02 11:17:06.000,2.0,46.0,0.0,98.0,0.0,0.0,0.0,2.0,2.0,63.0,13.0,1008.0,3643.0,19,0.01.18,True,51226386N,00031898W,2023-02-01 12:01:25.000
1969140,E831CD848A1C,2022-08-08 18:04:02.000,2.0,46.0,0.0,19.0,0.0,0.0,0.0,2.0,2.0,22.0,36.0,1016.0,4071.0,17,0.01.18,True,51226381N,00031904W,2022-08-08 19:00:09.000
6591913,E831CD848A1C,2023-01-02 11:20:06.000,2.0,46.0,0.0,109.0,0.0,0.0,0.0,2.0,2.0,63.0,13.0,1008.0,3643.0,19,0.01.18,True,51226386N,00031898W,2023-02-01 12:01:25.000
5439890,E831CD848A1C,2022-11-11 09:34:09.000,3.0,57.0,0.0,460.0,0.0,0.0,0.0,2.0,3.0,69.0,17.0,1016.0,4087.0,16,0.01.18,True,51226323N,00031910W,2022-11-11 10:07:51.000
6591940,E831CD848A1C,2023-01-02 11:22:06.000,2.0,43.0,0.0,102.0,0.0,0.0,0.0,2.0,2.0,62.0,13.0,1008.0,3635.0,19,0.01.18,True,51226386N,00031898W,2023-02-01 12:01:48.000
1968759,E831CD848A1C,2022-08-08 18:04:53.000,,,,,,,,,,,,,,17,0.01.18,True,51226381N,00031904W,2022-08-08 18:04:53.000
6591942,E831CD848A1C,2023-01-02 11:24:06.000,3.0,48.0,0.0,100.0,0.0,0.0,0.0,3.0,3.0,62.0,13.0,1008.0,3643.0,19,0.01.18,True,51226386N,00031898W,2023-02-01 12:01:48.000
5439898,E831CD848A1C,2022-11-11 09:37:09.000,3.0,57.0,0.0,408.0,0.0,0.0,0.0,3.0,4.0,69.0,17.0,1016.0,4087.0,16,0.01.18,True,51226323N,00031910W,2022-11-11 10:08:15.000
6591943,E831CD848A1C,2023-01-02 11:25:06.000,3.0,54.0,0.0,98.0,0.0,0.0,0.0,2.0,3.0,61.0,13.0,1008.0,3643.0,19,0.01.18,True,51226386N,00031898W,2023-02-01 12:01:48.000
1969206,E831CD848A1C,2022-08-08 18:05:06.000,2.0,43.0,0.0,20.0,0.0,0.0,0.0,2.0,2.0,22.0,36.0,1016.0,4071.0,17,0.01.18,True,51226381N,00031904W,2022-08-08 19:00:33.000
10515892,E831CD848A1C,2023-10-11 05:00:01.000,9.0,57.0,0.0,147.0,0.0,0.0,0.0,9.0,9.0,80.0,18.0,1003.0,4071.0,14,0.01.18,True,51225267N,00031870W,2023-11-10 06:00:45.000
10515895,E831CD848A1C,2023-10-11 05:03:04.000,10.0,43.0,0.0,161.0,0.0,0.0,0.0,9.0,10.0,80.0,18.0,1003.0,4075.0,14,0.01.18,True,51225267N,00031870W,2023-11-10 06:00:45.000
10515897,4C11AEADF0DC,2023-10-11 05:10:01.000,234.0,0.0,0.0,97.0,0.0,0.0,0.0,218.0,238.0,62.0,24.0,1000.0,4024.0,8,0.01.19,True,51186708N,00156449W,2023-11-10 06:00:56.000
10515901,4C11AEADF0DC,2023-10-11 05:14:01.000,230.0,0.0,0.0,97.0,0.0,0.0,0.0,215.0,232.0,62.0,24.0,1000.0,4024.0,8,0.01.19,True,51186708N,00156449W,2023-11-10 06:00:56.000
10515904,E831CD8442E4,2023-10-11 05:07:06.000,8.0,63.0,0.0,145.0,0.0,0.0,0.0,8.0,8.0,75.0,19.0,1006.0,4064.0,20,0.01.18,True,51325881N,00010572W,2023-11-10 06:01:02.000
10515906,E831CD8442E4,2023-10-11 05:09:06.000,9.0,70.0,0.0,150.0,0.0,0.0,0.0,8.0,9.0,75.0,19.0,1006.0,4064.0,20,0.01.18,True,51325881N,00010572W,2023-11-10 06:01:02.000
10515907,1097BD0B52A0,2023-10-11 05:05:05.000,4.0,34.0,0.0,79.0,0.0,0.0,0.0,3.0,4.0,50.0,26.0,1005.0,3929.0,17,0.01.18,True,",",",",2023-11-10 06:01:02.000
10515909,1097BD0B52A0,2023-10-11 05:07:05.000,4.0,34.0,0.0,78.0,0.0,0.0,0.0,3.0,4.0,50.0,26.0,1005.0,3929.0,17,0.01.18,True,",",",",2023-11-10 06:01:02.000
10515911,1097BD0B52A0,2023-10-11 05:09:05.000,3.0,33.0,0.0,78.0,0.0,0.0,0.0,3.0,3.0,50.0,26.0,1005.0,3925.0,17,0.01.18,True,",",",",2023-11-10 06:01:02.000
10515912,E831CD8471EC,2023-10-11 05:11:02.000,6.0,37.0,0.0,100.0,0.0,0.0,0.0,5.0,6.0,51.0,25.0,998.0,4056.0,11,0.01.19,True,",",",",2023-11-10 06:01:05.000
10515914,E831CD8471EC,2023-10-11 05:13:02.000,5.0,38.0,0.0,101.0,0.0,0.0,0.0,5.0,5.0,51.0,25.0,998.0,4060.0,11,0.01.19,True,",",",",2023-11-10 06:01:05.000
10515917,E831CD848A1C,2023-10-11 05:05:10.000,9.0,48.0,0.0,186.0,0.0,0.0,0.0,9.0,9.0,80.0,18.0,1003.0,4071.0,14,0.01.18,True,51225267N,00031870W,2023-11-10 06:01:08.000
10515924,4C11AEADF0DC,2023-10-11 05:17:01.000,231.0,0.0,0.0,95.0,0.0,0.0,0.0,217.0,234.0,62.0,24.0,1000.0,4024.0,8,0.01.19,True,51186708N,00156449W,2023-11-10 06:01:20.000
10515925,4C11AEADF0DC,2023-10-11 05:18:01.000,233.0,0.0,0.0,96.0,0.0,0.0,0.0,217.0,236.0,62.0,24.0,1000.0,4024.0,8,0.01.19,True,51186708N,00156449W,2023-11-10 06:01:20.000
10515927,1097BD0B52A0,2023-10-11 05:10:05.000,3.0,34.0,0.0,79.0,0.0,0.0,0.0,3.0,3.0,50.0,26.0,1005.0,3929.0,17,0.01.18,True,",",",",2023-11-10 06:01:24.000
10515929,1097BD0B52A0,2023-10-11 05:12:05.000,4.0,33.0,0.0,79.0,0.0,0.0,0.0,3.0,4.0,50.0,26.0,1005.0,3933.0,17,0.01.18,True,",",",",2023-11-10 06:01:24.000
10515930,1097BD0B52A0,2023-10-11 05:13:05.000,3.0,33.0,0.0,80.0,0.0,0.0,0.0,3.0,3.0,50.0,26.0,1005.0,3933.0,17,0.01.18,True,",",",",2023-11-10 06:01:24.000
10515935,E831CD8442E4,2023-10-11 05:13:06.000,8.0,64.0,0.0,255.0,0.0,0.0,0.0,8.0,8.0,74.0,19.0,1006.0,4056.0,20,0.01.18,True,51325881N,00010572W,2023-11-10 06:01:24.000
10515936,E831CD8442E4,2023-10-11 05:14:06.000,9.0,67.0,0.0,310.0,0.0,0.0,0.0,9.0,9.0,74.0,19.0,1006.0,4067.0,20,0.01.18,True,51325881N,00010572W,2023-11-10 06:01:24.000
10515937,E831CD8471EC,2023-10-11 05:16:02.000,5.0,36.0,0.0,100.0,0.0,0.0,0.0,5.0,5.0,51.0,25.0,998.0,4064.0,11,0.01.19,True,",",",",2023-11-10 06:01:28.000
10515938,E831CD8471EC,2023-10-11 05:17:02.000,5.0,36.0,0.0,100.0,0.0,0.0,0.0,5.0,5.0,51.0,25.0,998.0,4064.0,11,0.01.19,True,",",",",2023-11-10 06:01:28.000
10515940,E831CD8471EC,2023-10-11 05:19:02.000,5.0,36.0,0.0,101.0,0.0,0.0,0.0,5.0,5.0,51.0,25.0,998.0,4060.0,11,0.01.19,True,",",",",2023-11-10 06:01:28.000
10515941,E831CD8471EC,2023-10-11 05:20:02.000,5.0,37.0,0.0,100.0,0.0,0.0,0.0,5.0,5.0,51.0,25.0,998.0,4060.0,11,0.01.19,True,",",",",2023-11-10 06:01:28.000
10515942,E831CD848A1C,2023-10-11 05:10:10.000,9.0,47.0,0.0,157.0,0.0,0.0,0.0,9.0,9.0,80.0,18.0,1003.0,4071.0,14,0.01.18,True,51225267N,00031870W,2023-11-10 06:01:31.000
10515943,E831CD848A1C,2023-10-11 05:11:10.000,9.0,47.0,0.0,159.0,0.0,0.0,0.0,8.0,9.0,80.0,18.0,1003.0,4071.0,14,0.01.18,True,51225267N,00031870W,2023-11-10 06:01:31.000
10515945,E831CD848A1C,2023-10-11 05:13:10.000,9.0,51.0,0.0,161.0,0.0,0.0,0.0,9.0,9.0,80.0,18.0,1003.0,4071.0,14,0.01.18,True,51225267N,00031870W,2023-11-10 06:01:31.000
10515947,4C11AEADF0DC,2023-10-11 05:20:01.000,228.0,0.0,0.0,95.0,0.0,0.0,0.0,213.0,230.0,62.0,24.0,1000.0,4024.0,8,0.01.19,True,51186708N,00156449W,2023-11-10 06:01:44.000
10515948,4C11AEADF0DC,2023-10-11 05:21:01.000,225.0,0.0,0.0,95.0,0.0,0.0,0.0,210.0,228.0,62.0,23.0,1000.0,4024.0,8,0.01.19,True,51186708N,00156449W,2023-11-10 06:01:44.000
10515949,4C11AEADF0DC,2023-10-11 05:22:01.000,226.0,0.0,0.0,95.0,0.0,0.0,0.0,211.0,230.0,62.0,23.0,1000.0,4024.0,8,0.01.19,True,51186708N,00156449W,2023-11-10 06:01:44.000
10515950,4C11AEADF0DC,2023-10-11 05:23:01.000,229.0,0.0,0.0,95.0,0.0,0.0,0.0,214.0,234.0,62.0,23.0,1000.0,4024.0,8,0.01.19,True,51186708N,00156449W,2023-11-10 06:01:44.000
10515951,4C11AEADF0DC,2023-10-11 05:24:01.000,233.0,0.0,0.0,95.0,0.0,0.0,0.0,218.0,236.0,62.0,23.0,1000.0,4024.0,8,0.01.19,True,51186708N,00156449W,2023-11-10 06:01:44.000
10515952,1097BD0B52A0,2023-10-11 05:15:05.000,3.0,34.0,0.0,80.0,0.0,0.0,0.0,3.0,3.0,50.0,26.0,1005.0,3933.0,17,0.01.18,True,",",",",2023-11-10 06:01:48.000
10515954,1097BD0B52A0,2023-10-11 05:17:05.000,3.0,33.0,0.0,81.0,0.0,0.0,0.0,3.0,3.0,50.0,26.0,1005.0,3933.0,17,0.01.18,True,",",",",2023-11-10 06:01:48.000
10515955,1097BD0B52A0,2023-10-11 05:18:05.000,3.0,33.0,0.0,81.0,0.0,0.0,0.0,3.0,3.0,50.0,26.0,1005.0,3933.0,17,0.01.18,True,",",",",2023-11-10 06:01:48.000
10515956,1097BD0B52A0,2023-10-11 05:19:05.000,4.0,33.0,0.0,82.0,0.0,0.0,0.0,3.0,4.0,50.0,26.0,1005.0,3933.0,17,0.01.18,True,",",",",2023-11-10 06:01:48.000
10515958,E831CD8442E4,2023-10-11 05:16:06.000,8.0,66.0,0.0,341.0,0.0,0.0,0.0,8.0,8.0,74.0,19.0,1006.0,4060.0,20,0.01.18,True,51325881N,00010572W,2023-11-10 06:01:48.000
10515961,E831CD8442E4,2023-10-11 05:19:06.000,8.0,61.0,0.0,319.0,0.0,0.0,0.0,8.0,8.0,74.0,19.0,1006.0,4064.0,20,0.01.18,True,51325881N,00010572W,2023-11-10 06:01:48.000
10515962,E831CD8471EC,2023-10-11 05:21:02.000,5.0,36.0,0.0,101.0,0.0,0.0,0.0,4.0,5.0,51.0,25.0,998.0,4056.0,11,0.01.19,True,",",",",2023-11-10 06:01:51.000
10515963,E831CD8471EC,2023-10-11 05:22:02.000,5.0,36.0,0.0,100.0,0.0,0.0,0.0,4.0,5.0,51.0,25.0,998.0,4064.0,11,0.01.19,True,",",",",2023-11-10 06:01:51.000
10515964,E831CD8471EC,2023-10-11 05:23:02.000,5.0,38.0,0.0,100.0,0.0,0.0,0.0,5.0,5.0,51.0,25.0,998.0,4048.0,11,0.01.19,True,",",",",2023-11-10 06:01:51.000
10515965,E831CD8471EC,2023-10-11 05:24:02.000,5.0,37.0,0.0,101.0,0.0,0.0,0.0,5.0,5.0,51.0,25.0,998.0,4060.0,11,0.01.19,True,",",",",2023-11-10 06:01:51.000
10515969,E831CD848A1C,2023-10-11 05:17:10.000,9.0,46.0,0.0,122.0,0.0,0.0,0.0,9.0,9.0,80.0,18.0,1003.0,4075.0,14,0.01.18,True,51225267N,00031870W,2023-11-10 06:01:55.000
10515972,4C11AEADF0DC,2023-10-11 05:25:01.000,225.0,0.0,0.0,93.0,0.0,0.0,0.0,211.0,229.0,62.0,23.0,1000.0,4024.0,8,0.01.19,True,51186708N,00156449W,2023-11-10 06:02:07.000
10515973,4C11AEADF0DC,2023-10-11 05:26:01.000,228.0,0.0,0.0,92.0,0.0,0.0,0.0,211.0,233.0,62.0,23.0,1000.0,4024.0,8,0.01.19,True,51186708N,00156449W,2023-11-10 06:02:07.000
10515974,4C11AEADF0DC,2023-10-11 05:27:01.000,229.0,0.0,0.0,91.0,0.0,0.0,0.0,214.0,231.0,62.0,23.0,1000.0,4024.0,8,0.01.19,True,51186708N,00156449W,2023-11-10 06:02:07.000
10515975,4C11AEADF0DC,2023-10-11 05:28:01.000,232.0,0.0,0.0,91.0,0.0,0.0,0.0,216.0,235.0,62.0,23.0,1000.0,4024.0,8,0.01.19,True,51186708N,00156449W,2023-11-10 06:02:07.000
10515977,E831CD8442E4,2023-10-11 05:20:06.000,8.0,62.0,0.0,282.0,0.0,0.0,0.0,8.0,8.0,74.0,19.0,1006.0,4064.0,20,0.01.18,True,51325881N,00010572W,2023-11-10 06:02:11.000
10515979,E831CD8442E4,2023-10-11 05:22:06.000,8.0,60.0,0.0,278.0,0.0,0.0,0.0,8.0,8.0,74.0,19.0,1006.0,4064.0,20,0.01.18,True,51325881N,00010572W,2023-11-10 06:02:11.000
10515981,E831CD8442E4,2023-10-11 05:24:06.000,8.0,68.0,0.0,440.0,0.0,0.0,0.0,8.0,8.0,74.0,19.0,1006.0,4064.0,20,0.01.18,True,51325881N,00010572W,2023-11-10 06:02:11.000
10515982,1097BD0B52A0,2023-10-11 05:20:05.000,4.0,33.0,0.0,82.0,0.0,0.0,0.0,3.0,4.0,50.0,26.0,1005.0,3937.0,17,0.01.18,True,",",",",2023-11-10 06:02:11.000
10515984,1097BD0B52A0,2023-10-11 05:22:05.000,3.0,34.0,0.0,83.0,0.0,0.0,0.0,3.0,3.0,51.0,26.0,1005.0,3929.0,17,0.01.18,True,",",",",2023-11-10 06:02:11.000
10515985,1097BD0B52A0,2023-10-11 05:23:05.000,4.0,34.0,0.0,83.0,0.0,0.0,0.0,3.0,4.0,51.0,26.0,1005.0,3937.0,17,0.01.18,True,",",",",2023-11-10 06:02:11.000
10515988,E831CD8471EC,2023-10-11 05:27:02.000,5.0,36.0,0.0,100.0,0.0,0.0,0.0,5.0,5.0,51.0,25.0,998.0,4060.0,11,0.01.19,True,",",",",2023-11-10 06:02:14.000
10515990,E831CD8471EC,2023-10-11 05:29:02.000,5.0,36.0,0.0,100.0,0.0,0.0,0.0,5.0,5.0,52.0,25.0,998.0,4060.0,11,0.01.19,True,",",",",2023-11-10 06:02:14.000
10515991,E831CD8471EC,2023-10-11 05:30:02.000,5.0,40.0,0.0,100.0,0.0,0.0,0.0,5.0,5.0,52.0,25.0,998.0,4056.0,11,0.01.19,True,",",",",2023-11-10 06:02:14.000
10515992,E831CD848A1C,2023-10-11 05:20:10.000,9.0,47.0,0.0,179.0,0.0,0.0,0.0,8.0,9.0,80.0,18.0,1003.0,4071.0,14,0.01.18,True,51225267N,00031870W,2023-11-10 06:02:18.000
10515999,4C11AEADF0DC,2023-10-11 05:32:01.000,229.0,0.0,0.0,87.0,0.0,0.0,0.0,214.0,233.0,62.0,23.0,1000.0,4024.0,8,0.01.19,True,51186708N,00156449W,2023-11-10 06:02:30.000
10516002,E831CD8442E4,2023-10-11 05:25:06.000,8.0,64.0,0.0,365.0,0.0,0.0,0.0,7.0,8.0,74.0,19.0,1006.0,4064.0,20,0.01.18,True,51325881N,00010572W,2023-11-10 06:02:34.000
10516003,E831CD8442E4,2023-10-11 05:26:06.000,8.0,68.0,0.0,317.0,0.0,0.0,0.0,8.0,8.0,74.0,19.0,1006.0,4064.0,20,0.01.18,True,51325881N,00010572W,2023-11-10 06:02:34.000
10516004,E831CD8442E4,2023-10-11 05:27:06.000,8.0,67.0,0.0,329.0,0.0,0.0,0.0,8.0,8.0,74.0,19.0,1006.0,4064.0,20,0.01.18,True,51325881N,00010572W,2023-11-10 06:02:34.000
10516009,1097BD0B52A0,2023-10-11 05:27:05.000,3.0,34.0,0.0,86.0,0.0,0.0,0.0,3.0,3.0,51.0,26.0,1005.0,3925.0,17,0.01.18,True,",",",",2023-11-10 06:02:34.000
10516012,E831CD8471EC,2023-10-11 05:31:11.000,5.0,36.0,0.0,101.0,0.0,0.0,0.0,5.0,5.0,52.0,25.0,998.0,4060.0,11,0.01.19,True,",",",",2023-11-10 06:02:38.000
10516013,E831CD8471EC,2023-10-11 05:32:02.000,6.0,36.0,0.0,100.0,0.0,0.0,0.0,5.0,6.0,52.0,25.0,998.0,4056.0,11,0.01.19,True,",",",",2023-11-10 06:02:38.000
10516014,E831CD8471EC,2023-10-11 05:33:02.000,5.0,36.0,0.0,101.0,0.0,0.0,0.0,5.0,5.0,52.0,25.0,998.0,4060.0,11,0.01.19,True,",",",",2023-11-10 06:02:38.000
10516015,E831CD8471EC,2023-10-11 05:34:02.000,5.0,37.0,0.0,101.0,0.0,0.0,0.0,5.0,5.0,52.0,25.0,998.0,4060.0,11,0.01.19,True,",",",",2023-11-10 06:02:38.000
10516017,E831CD848A1C,2023-10-11 05:25:10.000,8.0,49.0,0.0,131.0,0.0,0.0,0.0,8.0,8.0,80.0,18.0,1003.0,4071.0,14,0.01.18,True,51225267N,00031870W,2023-11-10 06:02:43.000
10516019,E831CD848A1C,2023-10-11 05:27:10.000,8.0,46.0,0.0,162.0,0.0,0.0,0.0,8.0,8.0,80.0,18.0,1003.0,4071.0,14,0.01.18,True,51225267N,00031870W,2023-11-10 06:02:43.000
10516020,E831CD848A1C,2023-10-11 05:28:10.000,8.0,46.0,0.0,168.0,0.0,0.0,0.0,8.0,8.0,80.0,18.0,1003.0,4071.0,14,0.01.18,True,51225267N,00031870W,2023-11-10 06:02:43.000
10516022,4C11AEADF0DC,2023-10-11 05:35:01.000,218.0,0.0,0.0,87.0,0.0,0.0,0.0,203.0,222.0,62.0,23.0,1000.0,4024.0,9,0.01.19,True,51186708N,00156449W,2023-11-10 06:02:53.000
10516024,4C11AEADF0DC,2023-10-11 05:37:01.000,222.0,0.0,0.0,85.0,0.0,0.0,0.0,207.0,225.0,62.0,23.0,1000.0,4024.0,9,0.01.19,True,51186708N,00156449W,2023-11-10 06:02:53.000
10516025,4C11AEADF0DC,2023-10-11 05:38:01.000,223.0,0.0,0.0,85.0,0.0,0.0,0.0,209.0,225.0,62.0,23.0,1000.0,4024.0,9,0.01.19,True,51186708N,00156449W,2023-11-10 06:02:53.000
10516027,E831CD8442E4,2023-10-11 05:30:06.000,7.0,64.0,0.0,246.0,0.0,0.0,0.0,7.0,7.0,74.0,19.0,1006.0,4064.0,22,0.01.18,True,51325881N,00010572W,2023-11-10 06:02:57.000
10516029,E831CD8442E4,2023-10-11 05:32:06.000,6.0,63.0,0.0,227.0,0.0,0.0,0.0,6.0,6.0,74.0,19.0,1006.0,4064.0,22,0.01.18,True,51325881N,00010572W,2023-11-10 06:02:57.000
10516031,E831CD8442E4,2023-10-11 05:34:06.000,8.0,65.0,0.0,341.0,0.0,0.0,0.0,7.0,8.0,74.0,19.0,1006.0,4060.0,22,0.01.18,True,51325881N,00010572W,2023-11-10 06:02:57.000
10516039,E831CD848A1C,2023-10-11 05:32:10.000,8.0,48.0,0.0,133.0,0.0,0.0,0.0,8.0,8.0,80.0,18.0,1003.0,4071.0,13,0.01.18,True,51225267N,00031870W,2023-11-10 06:03:07.000
10516042,4C11AEADF0DC,2023-10-11 05:40:01.000,225.0,0.0,0.0,84.0,0.0,0.0,0.0,211.0,228.0,62.0,23.0,1000.0,4024.0,9,0.01.19,True,51186708N,00156449W,2023-11-10 06:03:15.000
10516043,4C11AEADF0DC,2023-10-11 05:41:01.000,229.0,0.0,0.0,83.0,0.0,0.0,0.0,216.0,230.0,62.0,23.0,1000.0,4024.0,9,0.01.19,True,51186708N,00156449W,2023-11-10 06:03:15.000
10516044,4C11AEADF0DC,2023-10-11 05:42:01.000,222.0,0.0,0.0,83.0,0.0,0.0,0.0,208.0,226.0,62.0,23.0,1000.0,4024.0,9,0.01.19,True,51186708N,00156449W,2023-11-10 06:03:15.000
10516046,4C11AEADF0DC,2023-10-11 05:44:01.000,227.0,0.0,0.0,83.0,0.0,0.0,0.0,211.0,232.0,62.0,23.0,1000.0,4024.0,9,0.01.19,True,51186708N,00156449W,2023-11-10 06:03:15.000
10516047,E831CD8442E4,2023-10-11 05:35:06.000,7.0,72.0,0.0,357.0,0.0,0.0,0.0,7.0,7.0,74.0,19.0,1006.0,4064.0,22,0.01.18,True,51325881N,00010572W,2023-11-10 06:03:19.000
10516048,E831CD8442E4,2023-10-11 05:36:06.000,7.0,66.0,0.0,391.0,0.0,0.0,0.0,7.0,7.0,74.0,19.0,1006.0,4060.0,22,0.01.18,True,51325881N,00010572W,2023-11-10 06:03:19.000
